;Company;Symbol
1410;HSBC BANK PLC PALMS678 23/03/12(DOHA BANK)USD6.59;38WR.L
1411;HSBC BANK PLC PALMS679 19/3/12(UTD INTL TRANS)USD11.33;38WS.L
1412;GE CAPITAL EUROPEAN FUNDING 6.025% NTS 01/03/38 EUR1000;39AS.L
1413;HSBC BANK PLC PALMS706 18/05/09(COM BK QATAR)USD18.41;39BN.L
1414;NORTHERN GAS NETWORKS FINANCE 5.875% GTD BDS 08/07/19 GBP50000;39GH.L
1415;EXCHEQUER PARTNERSHIP 2 5.396% GTD SEC BDS 13/7/36 GBP(VAR);39LI.L
1416;FT-SE E300 Euro Blanc;3EC.L
1417;3I INFRASTRUCTURE LTD ORD NPV WI;3IN.L
1418;FT-SE E300 ex-Euro Blanc;3XEC.L
1419;FT-SE E300 ex-UK Index;3XUK.L
1420;ANGLIAN WATER 6.875% BDS 21/8/2023 GBP(VAR)(BR);40LV.L
1421;TESCO 6% MED TRM NTS 14/12/2029 GBP(VAR);40OS.L
1422;SEVERN TRENT WATER UTILITIES FIN 6.25% GTD BDS 7/6/2029 GBP(VAR);41NW.L
1423;ALFA MTN MARKETS 8.2% NTS 25/06/12 USD100000 `REGS`;42EC.L
1424;ABSA BANK SNR UNSEC FLTG RATE NTS 16/7/12 EUR50000;42FI.L
1425;HSBC BANK PLC PALMS`657` 9/1/12(KUWAIT INV PRJ)USD1.78;42XA.L
1426;HSBC BANK PLC PALMS700 30/04/12(ARAB POTASH)USD45.74;43ER.L
1427;ABU DHABI NATIONAL ENERGY COMPANY 6.25% NTS 16/09/19 USD100000`REG S`;43TD.L
1428;PORTUGAL TELECOM INTL FINANCE BV 5% NTS 04/11/19 EUR50000;43WZ.L
1429;GAS NATURAL CAPITAL MARKETS SA 5.125% GTD NTS 02/11/21 EUR50000;43XA.L
1430;HSBC BANK PLC GAZELS0010T2 21/09/12(ACCS BANK)USD0.03;43YQ.L
1431;HSBC BANK PLC LEPO 25/11/19(INDIABULLS REAL ESTATE)USD;44CT.L
1432;GAS NATURAL CAPITAL MARKETS SA 4.5% NTS 27/01/20 EUR50000;44ET.L
1433;NORDEA BANK AB 4.5% SUBORD NTS 26/03/20 EUR50000;44MU.L
1434;NATIONWIDE BUILDING SOCIETY 6.75% SUB NTS 22/07/20 EUR50000;45DB.L
1435;NORDEA BANK AB 4% SUB NTS 29/03/21 EUR1000 166;45KS.L
1436;JPMORGAN CHASE & CO 3.875% NTS 23/09/20 EUR50000;45LI.L
1437;HSBC BANK PLC LEPO WTS 06/08/20(ENGINEERS INDIA)USD;45MZ.L
1438;QTEL INTERNATIONAL FINANCE LTD 4.75% NTS 16/02/21 USD200000 REG S;45NJ.L
1439;NATIONAL GRID ELECTRICITY TRANS. 3.806% RTL PRC IDX LKD BDS 27/7/2020 GBP;45QK.L
1440;VODAFONE GROUP 4.65% NTS 20/01/22 EUR50000;47AW.L
1441;S & U 31.5% CUM PRF 12 1/2P;47IE.L
1442;CRODA INTERNATIONAL PLC 6.6% CUM PRF GBP1;49GP.L
1443;;4ELE.L
1444;FT-SE 4Good Europe 50 Index;4EU5.L
1445;FT-SE 4Good Europe Index;4GEU.L
1446;FT-SE 4Good Global Index;4GGL.L
1447;;4GJA.L
1448;FT-SE 4Good Global 100 Index;4GL1.L
1449;FT-SE 4Good UK Index;4GUK.L
1450;FT-SE 4Good US Index;4GUS.L
1451;FT-SE 4Good UK 50 Index;4UK5.L
1452;FT-SE 4Good US 100 Index;4US1.L
1453;STANDARD CHARTERED 8.125% NON-CUM RED PREF SHS USD5;50XZ.L
1454;HSBC BANK PALMS644 11/11/11(ARABIAN PIPE)USD18.72;51DL.L
1455;HSBC BANK PALMS604  22/08/11(SAUDI BASIC)USD35.86;51FD.L
1456;VODAFONE GROUP 5% NOTES 4/6/18 EUR(VAR);51ZR.L
1457;KAWASAKI KISEN KAISHA 0% CNV BDS 04/04/13 JPY1000000;52TC.L
1458;NATIONAL GRID 5% INST 2/7/18 EUR1000;56CP.L
1459;ENTERPRISE INNS 6.875% SEC BDS 9/5/2025 GBP(VAR);57PB.L
1460;GE CAPITAL EUROPEAN FUNDING 5.375% NTS 23/01/20 EUR1000;60FH.L
1461;HSBC BANK PLC PALMS761 29/10/12(BURGAN BANK)USD1.43;60GT.L
1462;PROVIDENT FINANCIAL 8% GTD BDS 23/10/19 GBP1000;60HU.L
1463;COMMONWEALTH BANK OF AUSTRALIA 4.375% MTN 25/02/20 EUR1000;60VZ.L
1464;TELSTRA CORPORATION 4.25% NTS 23/03/20 EUR50000;60XE.L
1465;ROYAL BANK OF SCOTLAND 5.5% NTS 23/03/20 EUR50000;60XJ.L
1466;ITALY(REPUBLIC OF) 6.875% DEBS 27/9/2023 USD1000;61HC.L
1467;LLOYDS TSB BANK PLC 7.625% NTS 22/04/25 GBP1000;61MP.L
1468;BRITISH AMERICAN TOBACCO HLDGS(NL) 4% GTD NTS 07/07/20 EUR50000;61RF.L
1469;ROYAL BANK OF SCOTLAND PLC FRN 15/09/12 EUR50000;61TD.L
1470;MORGAN STANLEY 5.375% SNR NTS 10/08/20 EUR50000;61VZ.L
1471;ONTARIO(PROVINCE OF) 2% INST 10/12/13 GBP1000;62MJ.L
1472;HSBC HLDGS 5.75% EUR MED TRM NTS 20/12/27 GBP1000;64DE.L
1473;NATIONAL GRID 4.375% INST 10/03/20 EUR(VAR);64YG.L
1474;GENERAL ELECTRIC CAPITAL CORP 4.125% NTS 19/09/35 EUR(VAR);65LF.L
1475;ONTARIO(PROVINCE OF) 5.125% INST 21/11/12 GBP1000;67HR.L
1476;PRUDENTIAL CALL DATED TIER 2 NTS 29/5/39 GBP50000;67ZM.L
1477;EXPERIAN FINANCE PLC 5.625% BDS 12/12/13 GBP(VAR);68HI.L
1478;VATTENFALL TREASURY AB 5.375% GTD NTS 29/04/24 EUR(VAR);68TU.L
1479;ROTHSCHILD CONTINUATION FINANCE EUR-TEC10 CNO IDX FRN PERP EUR1000;68WN.L
1480;AUSTRALIA & NEW ZEALAND BANK GROUP 5.25% NTS 20/05/13 EUR50000;69WP.L
1481;AVIVA 6.875%/FLTG RTE NTS 20/05/58 GBP50000;69WR.L
1482;NATIONAL GRID GAS 5.125% INST 14/05/13 EUR50000;71IE.L
1483;BANK OF SCOTLAND PLC 4.625% GTD NTS 04/11/11 GBP50000;71UG.L
1484;SWEDBANK AB 2.375% GTD NTS 24/03/11 EUR50000;71WI.L
1485;HSBC BANK PALMS680 26/03/12(SAUDI BASIC)USD10.34;71WO.L
1486;BRITISH TELECOMMUNICATIONS 5.75% BDS 7/12/2028 GBP(VAR)(BR);72NS.L
1487;ASHTEAD CAPITAL INC 9% 2ND PRTY SNR SEC NT 15/8/16 USD`REGS`;74CA.L
1488;IMPERIAL TOBACCO FINANCE 4.375% GTD NTS 22/11/13 EUR50000;74SI.L
1489;GE CAPITAL AUSTRALIA FUNDING PTY 6.5% NTS 27/02/12 AUD2000;74WB.L
1490;NATIONWIDE BUILDING SOCIETY 4.375% CVD BDS 28/02/23 EUR50000;74YT.L
1491;TESCO 5.2% NTS 05/03/57 GBP50000;74ZF.L
1492;SOUTHERN WATER SERVICES FINANCE SUB CLS`A11`6.125% UNWRAP BDS 31/3/19GBP;75ZH.L
1493;ROTORK 9.5% CUM PRF GBP1;76ID.L
1494;ROYAL BANK OF SCOTLAND 5.375% NTS 30/09/19 EUR50000;76MV.L
1495;B.A.T.INTERNATIONAL FINANCE 4.875% GTD NTS 24/02/21 EUR50000;76PI.L
1496;B.A.T.INTERNATIONAL FINANCE 6% GTD NTS 24/11/34 GBP50000;76PL.L
1497;LLOYDS TSB BANK PLC 5.375% NTS 03/09/19 EUR50000;76RO.L
1498;HSBC BANK PLC 4% NTS 15/01/21 EUR50000;77ZE.L
1499;7Digital Group PLC;7DIG.L
1500;BARCLAYS BANK PLC 7.375% STP-UP CALL PERP CP INST USD REGS;80QD.L
1501;BMW FINANCE NV 5% NTS 6/8/18 EUR(VAR);80WH.L
1502;LEGAL & GENERAL GROUP 5.875% UNDATED RESET SUBNTS GBP(VAR);81CE.L
1503;COMMONWEALTH BANK OF AUSTRALIA ACCRED FLTG RATE NTS 08/02/11 GBP50000;82ET.L
1504;CLARIANT FINANCE(LUXEMBOURG) S.A. 4.375% GTD NTS 05/04/13 EUR50000;82HN.L
1505;TESCO 5.125% NTS 10/04/47 EUR50000;83HC.L
1506;GENERAL MOTORS ACC CORP OF CANADA 6% NTS 23/05/12 EUR50000;83JG.L
1507;SEVERN TRENT WATER UTILITIES FIN 6.125% GTD BDS 26/2/2024 GBP(VAR);83NL.L
1508;HSBC BANK PLC LEPO 11/4/18(OPTO CIRCUITS)USD0.000001;83WK.L
1509;HSBC BANK PALMS610 05/09/11(SAUDI ARAB MNG)USD6.73;84DN.L
1510;EDF ENERGY NETWORKS(LPN) 6.125%  NTS 7/6/27 GBP(VAR);84YJ.L
1511;NETWORK RAIL INFRASTRUCTURE FINANCE 4.75% NTS 29/11/35 GBP50000;85MJ.L
1512;BARCLAYS BANK PLC 7.125% UNDATED SUBORD NTS GBP(VAR);87PN.L
1513;888 holdings ord gbp0.005;888.L
1514;88 Energy;88E.L
1515;HBOS TREASURY SERVICES 4.875% BDS 04/06/19 EUR50000;89LQ.L
1516;WELLS FARGO BANK NA FLTG RATE NTS 19/09/11 EUR50000;90RP.L
1517;WACHOVIA CORP 4.375% SUB NTS 27/11/18 EUR50000;91EM.L
1518;MERRILL LYNCH & CO INC 7.75% NTS 30/04/18 GBP50000;92BB.L
1519;ABU DHABI NATIONAL ENERGY COMPANY 7.25% NTS 01/08/18 USD100000 `REGS`;92FC.L
1520;SAFEWAY 6.125% BDS 17/12/2018 GBP(VAR);92NE.L
1521;BARCLAYS BANK PLC 4.875% NTS 13/08/19 EUR50000;93AD.L
1522;HSBC BANK PLC PALMS756 15/10/12(DRAKE & SCULL)USD0.30;93AN.L
1523;EASTERN GROUP 8.5% BDS 31/3/25 GBP(VAR);93GR.L
1524;CYPRUS(REPUBLIC OF) 4.625% NTS 03/02/20 EUR1000;93RR.L
1525;EXPERIAN FINANCE PLC 4.75% GTD NTS 04/02/20 EUR50000;93RV.L
1526;AUSTRALIA & NEW ZEALAND BANK GROUP 6.125% NTS 04/02/13 AUD1000;93RX.L
1527;ALLIANCE OIL CO LTD 9.875% GTD NTS 11/03/15 USD`REG S`;93TH.L
1528;LLOYDS TSB BANK PLC 6.5% SUBORD NTS 24/03/20 EUR50000;93WA.L
1529;NORDEA BANK AB 4% NTS 29/06/20 EUR50000;94KX.L
1530;BARCLAYS BANK PLC 6% NTS 14/01/21 EUR50000;94OR.L
1531;BG ENERGY CAPITAL 3.625% MTN 16/07/19 EUR1000;94PU.L
1532;HSBC BANK PLC PALMS691 20/04/12(ALINMA BANK)USD3.018;96DY.L
1533;CABLE & WIRELESS INTERN FINANCE BV 8.625% BDS 25/3/2019 GBP10000;96GL.L
1534;HALIFAX 9.375% SUBORD BDS 15/5/2021 GBP(VAR)(BR);98IV.L
1535;A2D Funding II Plc;A2D2.L
1536;AA Plc;AA.L
1537;FTSE Advanced Emerging;AA07.L
1538;Barclays Bank Plc;AA18.L
1539;Amedeo Air Four Plus Lim;AA4.L
1540;All Asia Asset Capital L;AAA.L
1541;Anglo African Agricultur;AAAP.L
1542;Albion Development Vct Plc;AADV.L
1543;Albion Enterprise Vct Plc;AAEV.L
1544;Aberdeen Asian Income Fund Ltd;AAIF.L
1545;Anglo American Plc;AAL.L
1546;Artemis Vct Plc;AAM.L
1547;Anglo African Oil & Gas Plc;AAOG.L
1548;Aberdeen Asian Smaller Companies Investm;AAS.L
1549;FTSE Aim Digital Service;AASDIGEQ.L
1550;Amundi ETF;AASG.L
1551;Amundi Investment Solutions;AASU.L
1552;Albion Technology & General Vct Plc;AATG.L
1553;Ariana Resources Plc;AAU.L
1554;Albion Venture Capital Tst Plc;AAVC.L
1555;Anglo Asian Mining Plc;AAZ.L
1556;Abaco Capital Plc;ABA.L
1557;Santander UK Plc;ABB1.L
1558;Abbey Plc;ABBY.L
1559;Abcam Plc;ABC.L
1560;Aberdeen New Dawn Investment Trust Plc;ABD.L
1561;Ab Dynamics Plc;ABDP.L
1562;Associated British Foods Plc;ABF.L
1563;African Battery Metals Plc;ABM.L
1564;Abzena Plc;ABZA.L
1565;FTSE Japan Lms Index;AC24.L
1566;Acacia Mining Plc;ACA.L
1567;Access Intelligence Plc;ACC.L
1568;FTSE Developed Asia Paci;ACDAPR.L
1569;FTSE Developed Europe Al;ACDER.L
1570;FTSE Developed Ex US All;ACDXUSR.L
1571;Achp Plc;ACH.L
1572;Acer Incorporated;ACID.L
1573;SSGA SPDR ETFS Europe I Plc;ACIM.L
1574;FTSE North America All C;ACNAN.L
1575;FTSE North America All C;ACNANCH.L
1576;FTSE North America All C;ACNANEU.L
1577;FTSE North America All C;ACNANUK.L
1578;Armadale Capital Plc;ACP.L
1579;Accrol Group Holdings Plc;ACRL.L
1580;Accesso Technology Group;ACSO.L
1581;Actual Experience Plc;ACT.L
1582;SSGA SPDR ETFS Europe I Plc;ACWD.L
1583;SSGA SPDR ETFS Europe I Plc;ACWI.L
1584;Multi Units France;ACWL.L
1585;Multi Units France;ACWU.L
1586;FTSE Gloabl All Cap Ex U;ACXUSS.L
1587;FTSE Developed;AD01.L
1588;FTSE Developed Ex US;AD02.L
1589;FTSE Developed Ex North;AD03.L
1590;FTSE Developed Ex UK;AD04.L
1591;FTSE Developed Ex Japan;AD05.L
1592;FTSE Developed Europe;AD06.L
1593;FTSE Developed Europe Ex;AD07.L
1594;FTSE Dev Lms Ex US Index;AD09.L
1595;FTSE Dev Europe Lms Inde;AD13.L
1596;FTSE Dev Lms Ex Na Index;AD17.L
1597;FTSE Dev Europe Lms Ex U;AD20.L
1598;Adept4 Plc;AD4.L
1599;Adams Plc;ADA.L
1600;Adamas Finance Asia Limi;ADAM.L
1601;Ades International Holding Ltd;ADES.L
1602;Aberdeen Diversified Income and Growth T;ADIG.L
1603;Andalas Energy and Power Plc;ADL.L
1604;Admiral Group Plc;ADM.L
1605;Adept Telecom Plc;ADT.L
1606;FTSE Emerging;AE01.L
1607;Aviva Plc;AE57.L
1608;Alcentra European Floating Rate Income F;AEFS.L
1609;Active Energy Group Plc;AEG.L
1610;Lyxor International Asse;AEJ.L
1611;Lyxor International Asse;AEJL.L
1612;Aberdeen Emerging Markets Investment Com;AEMC.L
1613;Aeorema Communications Plc;AEO.L
1614;Anglo-Eastern Plantations Plc;AEP.L
1615;Strat Aero Plc;AERO.L
1616;Aew UK Long Lease REIT Plc;AEWL.L
1617;Aew UK REIT Plc;AEWU.L
1618;Aminex Plc;AEX.L
1619;Amundi Investment Solutions;AEXK.L
1620;Afc Energy Plc;AFC.L
1621;Afh Financial Group Plc;AFHP.L
1622;Afi Development Plc;AFID.L
1623;Alpha Financial Markets Consulting Plc;AFM.L
1624;Aberdeen Frontier Markets Investment Com;AFMC.L
1625;Advfn Plc;AFN.L
1626;Afi Development Plc;AFRB.L
1627;Afarak Group Plc;AFRK.L
1628;Amiad Water Systems Ltd;AFS.L
1629;Lyxor International Asse;AFSL.L
1630;Lyxor International Asse;AFSU.L
1631;Alpha FX Group Plc;AFX.L
1632;FTSE All-Emerging;AG01.L
1633;FTSE All-Emerging Latin;AG02.L
1634;FTSE All-Emerging Asia P;AG03.L
1635;FTSE All-Emer Lms Index;AG14.L
1636;FTSE All-Emer Latin Amer;AG15.L
1637;FTSE All-Emer Asia Pacif;AG16.L
1638;ETFS Commodity Securities Limited;AGAP.L
1639;Ishares III Plc;AGBP.L
1640;ETFS Commodity Securities Limited;AGCP.L
1641;Ishares IV Plc;AGED.L
1642;Ishares IV Plc;AGES.L
1643;UBS Ag;AGGB.L
1644;Ishares III Plc;AGGG.L
1645;Ishares III Plc;AGGH.L
1646;ETFS Commodity Securities Limited;AGGP.L
1647;Ishares III Plc;AGGU.L
1648;Aggreko Plc;AGK.L
1649;Angle Plc;AGL.L
1650;Applied Graphene Materia;AGM.L
1651;Ashmore Global Opportunities Limited;AGOL.L
1652;Ashmore Global Opportunities Limited;AGOU.L
1653;Arian Silver Corporation;AGQ.L
1654;Assura Group Ld;AGR.L
1655;Ros Agro Plc;AGRO.L
1656;Agriterra Ld;AGTA.L
1657;Allergy Therapeutics Plc;AGY.L
1658;Action Hotels Plc;AHCG.L
1659;Ashtead Group Plc;AHT.L
1660;Aib Group Plc;AIBG.L
1661;Airea Plc;AIEA.L
1662;Acorn Income Fund Ld;AIF.L
1663;Acorn Income Fund Ld;AIFZ.L
1664;ETFS Commodity Securities Limited;AIGA.L
1665;ETFS Commodity Securities Limited;AIGC.L
1666;ETFS Commodity Securities Limited;AIGE.L
1667;ETFS Commodity Securities Limited;AIGG.L
1668;ETFS Commodity Securities Limited;AIGI.L
1669;ETFS Commodity Securities Limited;AIGL.L
1670;ETFS Commodity Securities Limited;AIGO.L
1671;ETFS Commodity Securities Limited;AIGP.L
1672;ETFS Commodity Securities Limited;AIGS.L
1673;ETFS Commodity Securities Limited;AIGX.L
1674;FTSE Aim 100 Index;AIM1.L
1675;FTSE Aim UK 50 Index;AIM5.L
1676;Amundi Investment Solutions;AIND.L
1677;Air Partner Plc;AIR.L
1678;Atlantis Japan Growth Fund Ld;AJG.L
1679;Aberdeen Japan Investmen;AJIT.L
1680;Enterprise Inns Plc;AK44.L
1681;Akers Biosciences Inc.;AKR.L
1682;Jsc Acron;AKRN.L
1683;Amundi ETF;ALAG.L
1684;Aberdeen Latin American Income Fund Limi;ALAI.L
1685;Amundi Investment Solutions;ALAU.L
1686;Albert Technologies Ltd;ALB.L
1687;Alba Mineral Resources Plc;ALBA.L
1688;Aluminium Bahrain B.S.C.;ALBH.L
1689;Aldermore Group Plc;ALD.L
1690;Alternative Liquidity Fu;ALF.L
1691;Alfa Financial Software Holdings Plc;ALFA.L
1692;Alpha Growth Plc;ALGW.L
1693;Allied Minds Plc;ALM.L
1694;Alpha Pyrenees Trust Ltd;ALPH.L
1695;DB X-Trackers II;ALQD.L
1696;Altus Strategies Plc;ALS.L
1697;Altitude Group Plc;ALT.L
1698;Altyn Plc;ALTN.L
1699;Alumasc Group Plc;ALU.L
1700;ETFS Commodity Securities Limited;ALUM.L
1701;Ashley [Laura] Holdings Plc;ALY.L
1702;Amur Minerals Corporation;AMC.L
1703;Amedeo Resources Plc;AMED.L
1704;Amerisur Resources Plc;AMER.L
1705;Amino Technologies Plc;AMO.L
1706;Amphion Innovations Plc;AMP.L
1707;Aggregated Micro Power H;AMPH.L
1708;Advanced Medical Solutions Group Plc;AMS.L
1709;Amryt Pharma Plc;AMYT.L
1710;Leverage Shares Public Limited Company;AMZ2.L
1711;Animalcare Group Plc;ANCR.L
1712;FTSE Andean 40;ANDEAN40.L
1713;Angling Direct Plc;ANG.L
1714;Angus Energy Plc;ANGS.L
1715;Aberdeen New India Investment Trust Plc;ANII.L
1716;Anpario Plc;ANP.L
1717;Altona Energy Plc;ANR.L
1718;Amundi Investment Solutions;ANRJ.L
1719;Antofagasta Plc;ANTO.L
1720;Aberdeen New Thai Investment Trust Plc;ANW.L
1721;Amundi ETF;ANXG.L
1722;Amundi Investment Solutions;ANXU.L
1723;AO World;AO.L
1724;Africa Opportunity Fund Limited;AOF.L
1725;Ao Mosenergo;AOMD.L
1726;Aortech International Plc;AOR.L
1727;Apax Global Alpha Limite;APAX.L
1728;Advanced Power Components Plc;APC.L
1729;Aberdeen Private Equity Fund Ld;APEF.L
1730;Anglo Pacific Group Plc;APF.L
1731;Applegreen Plc;APGN.L
1732;Alliance Pharma Plc;APH.L
1733;Appscatter Group Plc;APPS.L
1734;Apq Global Limited;APQ.L
1735;Axa Property Trust Limited;APT.L
1736;Aquila Services Group Plc;AQSG.L
1737;Arbuthnot Banking Group Plc;ARBB.L
1738;Arcontech Group Plc;ARC.L
1739;Arc Minerals Limited;ARCM.L
1740;Arden Partners Plc;ARDN.L
1741;Arena Events Group Plc;ARE.L
1742;Argos Resources Limited;ARG.L
1743;Argo Group Limited;ARGO.L
1744;Arix Bioscience Plc;ARIX.L
1745;Aurora Investment Trust Plc;ARR.L
1746;Asiamet Resources Limite;ARS.L
1747;Artilium Plc;ARTA.L
1748;Alpha Real Trust Limited;ARTL.L
1749;Arrow Global Group Plc;ARW.L
1750;Associated British Engineering Plc;ASBE.L
1751;Asos Plc;ASC.L
1752;Aberdeen Smaller Companies Income Trust;ASCI.L
1753;Ascential Plc;ASCL.L
1754;SSGA SPDR ETFS Europe I;ASDV.L
1755;FTSE Asean 40 Index;ASEAN40.L
1756;FTSE Asean 40;ASEAN40N.L
1757;Ftse/Asean 40 Wm Net Tax Index;ASEAN4WN.L
1758;FTSE Asean All-Share Ind;ASEANAS.L
1759;FTSE Asean All-Share Ex;ASEANEM.L
1760;FTSE Asean Stars Index;ASEANSTR.L
1761;Ashley House Plc;ASH.L
1762;Ashmore Group Plc;ASHM.L
1763;DB X-Trackers;ASHR.L
1764;Lyxor International Asse;ASIL.L
1765;Aberforth Split Level Income Trust Plc;ASIT.L
1766;Lyxor International Asse;ASIU.L
1767;Aberforth Split Level Income Trust Plc;ASIZ.L
1768;Aberforth Smaller Companies Trust Plc;ASL.L
1769;Aberdeen Standard European Logistics Inc;ASLI.L
1770;Avesoro Resources Inc.;ASO.L
1771;Aseana Properties Limited;ASPL.L
1772;Ascent Resources Plc;AST.L
1773;Assetco Plc;ASTO.L
1774;FTSE All-Share;ASX.L
1775;FTSE All Share Digital S;ASXDIGEQ.L
1776;FTSE All-Share [Exit];ASXX.L
1777;Andrews Sykes Group Plc;ASY.L
1778;Amati Vct 2 Plc;AT2.L
1779;Oao Tatneft;ATAD.L
1780;FTSE Austria Government;ATGOV01.L
1781;Amati Vct Plc;ATI.L
1782;Afritin Mining Limited;ATM.L
1783;Atlas Mara Co-Nvest Limi;ATMA.L
1784;Attraqt Group Plc;ATQT.L
1785;Asian Total Return Inves;ATR.L
1786;Artemis Alpha Trust Plc;ATS.L
1787;Alliance Trust Plc;ATST.L
1788;Allianz Technology Trust;ATT.L
1789;Athelney Trust Plc;ATY.L
1790;Atalaya Mining Plc;ATYM.L
1791;UBS (Irl) ETF Plc;AUAD.L
1792;Etfx Fund Company Plc;AUCO.L
1793;Etfx Fund Company Plc;AUCP.L
1794;Auctus Growth Plc;AUCT.L
1795;Amundi ETF;AUEG.L
1796;Amundi Investment Solutions;AUEM.L
1797;Augean Plc;AUG.L
1798;ETFS Foreign Exchange Limited;AUGB.L
1799;Augmentum Fintech Plc;AUGM.L
1800;Aukett Fitzroy Robinson Group Plc;AUK.L
1801;ETFS Foreign Exchange Li;AUP3.L
1802;Aura Energy Limited;AURA.L
1803;Autins Group Plc;AUTG.L
1804;Auto Trader Group Plc;AUTO.L
1805;Aviva;AV.L
1806;Aviva Plc;AV.A.L
1807;Aviva Plc;AV.B.L
1808;Avation Plc;AVAP.L
1809;Avacta Group Plc;AVCT.L
1810;Avingtrans Plc;AVG.L
1811;Avangardco Investments P;AVGR.L
1812;Avocet Mining Plc;AVM.L
1813;Avanti Communications Group Plc;AVN.L
1814;Advanced Oncotherapy Plc;AVO.L
1815;Avon Rubber Plc;AVON.L
1816;Aveva Group Plc;AVV.L
1817;FTSE All World;AW01.L
1818;FTSE All World Ex US;AW02.L
1819;FTSE All World Ex UK;AW03.L
1820;FTSE All World Ex Japan;AW04.L
1821;FTSE All World Ex South;AW05.L
1822;FTSE FTSE All World Asia;AW06.L
1823;FTSE All World Asia Paci;AW07.L
1824;FTSE All World Asia Pac;AW08.L
1825;FTSE All World Asia Pac;AW09.L
1826;FTSE All World Greater C;AW10.L
1827;FTSE All World Europe;AW11.L
1828;FTSE All World Europe Ex;AW12.L
1829;FTSE All World Europe Ex;AW13.L
1830;FTSE All World Eurobloc;AW14.L
1831;FTSE Emerging Minimum Va;AWALEMVN.L
1832;FTSE Emerging Net of Tax;AWALLEN.L
1833;FTSE Emerging Net Tax (U;AWALLER.L
1834;FTSE Americas Index;AWAMERS.L
1835;FTSE Developed Europe Mi;AWDEUMVN.L
1836;FTSE Developed Europe In;AWDEURSC.L
1837;FTSE Developed Europe In;AWDEURSE.L
1838;FTSE Developed Europe In;AWDEURSG.L
1839;FTSE Developed Europe Un;AWDEURU.L
1840;FTSE Developed Asia Paci;AWDPAC.L
1841;FTSE All-World Devlop Asia Pacific Exclu;AWDPACXJ.L
1842;FTSE Developed Asia Paci;AWDPCXJE.L
1843;FTSE Developed Asia Paci;AWDPCXJG.L
1844;FTSE Developed Asia Paci;AWDPXJC.L
1845;FTSE Developed Ex North;AWDXNAR.L
1846;FTSE Developed Ex North;AWDXNAU.L
1847;FTSE Eurobloc Minimum Va;AWEBCMVN.L
1848;FTSE All-World High Divi;AWHDY01.L
1849;FTSE All-World High Divi;AWHDY01C.L
1850;FTSE All-World High Divi;AWHDY01E.L
1851;FTSE All-World High Divi;AWHDY01G.L
1852;FTSE All-World Minimum Variance Net Tax Index;AWLDMVN.L
1853;FTSE All-World North America Index;AWNAMERS.L
1854;FTSE Japan Net Tax Hkd I;AWNT01HK.L
1855;FTSE Japan Index - Net Tax;AWNT01JA.L
1856;FTSE Developed Net Tax I;AWNT04.L
1857;FTSE Developed Net Tax C;AWNT04CH.L
1858;FTSE Developed Net Tax E;AWNT04EU.L
1859;FTSE Developed Net Tax G;AWNT04UK.L
1860;FTSE Developed Europe Ex;AWNT05.L
1861;FTSE Developed Europe Ex;AWNT05CH.L
1862;FTSE Developed Europe Ex;AWNT05EU.L
1863;FTSE Developed Europe Ex;AWNT05UK.L
1864;FTSE Developed Europe Ne;AWNT06HK.L
1865;FTSE Developed Ex North;AWNT13.L
1866;FTSE North America Net T;AWNT14.L
1867;FTSE North America Net T;AWNT14CH.L
1868;FTSE North America Net T;AWNT14EU.L
1869;FTSE North America Net T;AWNT14UK.L
1870;FTSE Asia Pacific Ex Jap;AWPXJANN.L
1871;UBS (Irl) ETF Plc;AWSG.L
1872;Axis Bank Limited;AXB.L
1873;Axiom European Financial Debt Limited;AXI.L
1874;Alexander Mining Plc;AXM.L
1875;Accsys Technologies Plc;AXS.L
1876;FTSE Aim All-Share Index;AXX.L
1877;Anglesey Mining Plc;AYM.L
1878;Astrazeneca Plc;AZN.L
1879;Bae Systems Plc;BA.L
1880;City of London Investmen;BA47.L
1881;Babcock International Group Plc;BAB.L
1882;Ishares IV Plc;BACK.L
1883;British & American Investment Trust Plc;BAF.L
1884;Barr [A.G.] Plc;BAG.L
1885;Bagir Group Ltd.;BAGR.L
1886;Bakkavor Group Plc;BAKK.L
1887;Barclays Plc;BARC.L
1888;Baskerville Capital Plc;BASK.L
1889;Go Ucits ETF Solutions Plc;BATG.L
1890;British American Tobacco Plc;BATS.L
1891;Go Ucits ETF Solutions Plc;BATT.L
1892;Barclays Bank Plc;BB50.L
1893;Bba Aviation Plc;BBA.L
1894;FTSE Bbc Global 30 Index;BBC30.L
1895;Bilfinger Berger Global Infrastructure S;BBGI.L
1896;Bb Healthcare Trust Plc;BBH.L
1897;Tritax Big Box REIT Plc;BBOX.L
1898;Brave Bison Group Plc;BBSN.L
1899;Balfour Beatty Plc;BBY.L
1900;Balfour Beatty Plc;BBYB.L
1901;Better Capital Pcc Limit;BC12.L
1902;Sse Plc;BC18.L
1903;Samsung Electronics Co L;BC94.L
1904;Bca Marketplace;BCA.L
1905;Blue Capital Alternative Income Fund Lim;BCAI.L
1906;Better Capital Pcc Limited;BCAP.L
1907;Bacanora Minerals Ltd;BCN.L
1908;Go Ucits ETF Solutions Plc;BCOG.L
1909;Go Ucits ETF Solutions Plc;BCOM.L
1910;Barratt Developments Plc;BDEV.L
1911;Baring Emerging Europe Plc;BEE.L
