;Company;Symbol
3265;FTSE UK Cyclical Net Ind;FTUKCGN.L
3266;FTSE UK Defensive Net In;FTUKDGN.L
3267;FTSE UK Large Cap Super;FTUKLSNG.L
3268;FTSE UK Mid Cap Super Li;FTUKMSLG.L
3269;FTSE UK Mid Cap Super Li;FTUKMSNG.L
3270;FTSE UK Large Cap Super Liquid Expiry Index;FTUKSLSP.L
3271;FTSE US Risk Premium Index Series Noa T;FTUSALUT.L
3272;FTSE US Risk Premium Index Series Noa T;FTUSASUT.L
3273;FTSE US Risk Premium Index Series Divid;FTUSDLUT.L
3274;FTSE US Risk Premium Index Series Divid;FTUSDSUT.L
3275;FTSE US Risk Premium Index Series Roe L;FTUSELUT.L
3276;FTSE US Risk Premium Index Series Roe S;FTUSESUT.L
3277;FTSE US Risk Premium Index Series Cash;FTUSFLUT.L
3278;FTSE US Risk Premium Index Series Cash;FTUSFSUT.L
3279;FTSE US Risk Premium Index Series Cash;FTUSILUT.L
3280;FTSE US Risk Premium Index Series Cash;FTUSISUT.L
3281;FTSE USA Large Cap Super;FTUSLNU.L
3282;FTSE USA Super Liquid In;FTUSLU.L
3283;FTSE US Risk Premium Index Series Price;FTUSMLUT.L
3284;FTSE US Risk Premium Index Series Price;FTUSMSUT.L
3285;FTSE US Risk Premium Index Series Seaso;FTUSNLUT.L
3286;FTSE US Risk Premium Index Series Seaso;FTUSNSUT.L
3287;FTSE US Risk Premium Index Series Forwa;FTUSPLUT.L
3288;FTSE US Risk Premium Index Series Forwa;FTUSPSUT.L
3289;FTSE USA Small Cap Super;FTUSSNU.L
3290;FTSE USA Small Cap Super;FTUSSU.L
3291;FTSE US Risk Premium Index Series Low V;FTUSVLUT.L
3292;FTSE US Risk Premium Index Series Low V;FTUSVSUT.L
3293;FTSE US Risk Premium Index Series Forwa;FTUSWLUT.L
3294;FTSE US Risk Premium Index Series Forwa;FTUSWSUT.L
3295;FTSE US Risk Premium Index Series Exten;FTUSXLUT.L
3296;FTSE US Risk Premium Index Series Exten;FTUSXSUT.L
3297;FTSE US Risk Premium Index Series Cash;FTUSYLUT.L
3298;FTSE US Risk Premium Index Series Cash;FTUSYSUT.L
3299;FTSE US Risk Premium Index Series Size;FTUSZLUT.L
3300;FTSE US Risk Premium Index Series Size;FTUSZSUT.L
3301;Foresight Vct Plc;FTV.L
3302;FTSE Developed Europe Ex;FTXUKSNE.L
3303;FTSE USA Core Infrastructure Capped Net;FUCICN.L
3304;FTSE UK Dividend+ Index;FUDP.L
3305;FTSE UK Dividend+ Net Ta;FUDPN.L
3306;The Fulham Shore Plc;FUL.L
3307;Futura Medical Plc;FUM.L
3308;Fidelity Ucits Icav;FUQA.L
3309;Fidelity Ucits Icav;FUSA.L
3310;Fidelity Ucits Icav;FUSD.L
3311;Fidelity Ucits Icav;FUSI.L
3312;Fidelity Ucits Icav;FUSP.L
3313;FTSE USA Small Cap Qual/Vol/Yield Factor;FUSSCQV3.L
3314;FTSE USA Yield/Qual/Vol;FUSYQVCF.L
3315;FTSE USA Qual/Vol/Yield Factor 5% Capped;FUSYQVCN.L
3316;Future Plc;FUTR.L
3317;FTSE Vietnam Index;FVTT.L
3318;Go Ucits ETF Solutions P;FWEC.L
3319;Go Ucits ETF Solutions P;FWEU.L
3320;Ishares Plc;FXC.L
3321;First Trust Global Funds Public Limited;FXGB.L
3322;Ferrexpo Plc;FXPO.L
3323;Finex Funds Plc;FXRU.L
3324;FTSE China 50 Mini Index;FXTM.L
3325;FTSE Asia Pac Lms Index;G06.L
3326;FTSE Asia Pac Lms Ex Jap;G07.L
3327;FTSE Asia Pac Lms Ex Jap;G08.L
3328;FTSE Asia Pac Lms Ex JP;G09.L
3329;FTSE Greater China Lms I;G10.L
3330;FTSE Europe Lms Index;G11.L
3331;FTSE Europe Lms Ex UK In;G12.L
3332;FTSE Eurobloc Lms Index;G14.L
3333;G3 Exploration Limited;G3E.L
3334;Gear4Music (Holdings) Pl;G4M.L
3335;Gcp Asset Backed Income Fund Limited;GABC.L
3336;Gcp Asset Backed Income Fund Limited;GABI.L
3337;General Accident Plc;GACA.L
3338;General Accident Plc;GACB.L
3339;Gail (India) Ld;GAID.L
3340;Galantas Gold Corporation;GAL.L
3341;Gamma Communications Plc;GAMA.L
3342;Gameaccount Network Plc;GAN.L
3343;Boost Issuer Public Limi;GASD.L
3344;Gattaca Plc;GATC.L
3345;Games Workshop Group Plc;GAW.L
3346;Jsc Gazprom Neft;GAZ.L
3347;ETFS Foreign Exchange Limited;GBCH.L
3348;SSGA SPDR ETFS Europe I;GBDV.L
3349;Gb Group Plc;GBG.L
3350;Gbgi Limited;GBGI.L
3351;ETFS Foreign Exchange Limited;GBJP.L
3352;ETFS Foreign Exchange Limited;GBNO.L
3353;ETFS Foreign Exchange Limited;GBNZ.L
3354;Global Petroleum Limited;GBP.L
3355;;GBPCORPA.L
3356;ETFS Foreign Exchange Limited;GBPP.L
3357;SSGA SPDR ETFS Europe I;GBRE.L
3358;Gold Bullion Securities Ld;GBS.L
3359;ETFS Foreign Exchange Limited;GBSK.L
3360;ETFS Hedged Metal Securi;GBSP.L
3361;Gold Bullion Securities Ld;GBSS.L
3362;ETFS Foreign Exchange Limited;GBUR.L
3363;ETFS Foreign Exchange Limited;GBUS.L
3364;Golden Rock Global Plc;GCG.L
3365;Geiger Counter Limited;GCL.L
3366;Grupo Clarin S.A.;GCLA.L
3367;Gcm Resources Plc;GCM.L
3368;Gcp Infrastructure Investments Limited;GCP.L
3369;Geiger Counter Limited;GCS.L
3370;SSGA SPDR ETFS Europe II;GCVB.L
3371;FTSE Global Energy;GD07.L
3372;Vaneck Vectors Ucits ETFS Plc;GDGB.L
3373;Greka Drilling Limited;GDL.L
3374;Goldplat Plc;GDP.L
3375;FTSE Emerging Incl China;GDPECO.L
3376;FTSE Emerging Incl China;GDPECON.L
3377;Genedrive Plc;GDR.L
3378;Goodwin Plc;GDWN.L
3379;Market Vectors Ucits ETF;GDX.L
3380;Market Vectors Ucits ETF;GDXJ.L
3381;General Electric Company;GEC.L
3382;Great Eastern Energy Corporation Limited;GEEC.L
3383;Fundlogic Alternatives P;GEF.L
3384;Sga Societe Generale Acc;GEF5.L
3385;Sga Societe Generale Acc;GEF6.L
3386;FTSE Gloabl All Cap Inde;GEISAC.L
3387;Gem Diamonds Limited;GEMD.L
3388;Lyxor Index Fund;GEND.L
3389;Genel Energy Plc;GENL.L
3390;Georgian Mining Corporation;GEO.L
3391;Getbusy Plc;GETB.L
3392;Gfinity Plc;GFIN.L
3393;Global Fixed Income Real;GFIR.L
3394;Griffin Mining Limited;GFM.L
3395;Galliford TRY Plc;GFRD.L
3396;G4S Plc;GFS.L
3397;Grafton Group Plc;GFTU.L
3398;Amundi ETF;GGOV.L
3399;Greatland Gold Plc;GGP.L
3400;Wisdomtree Issuer Plc;GGRA.L
3401;Wisdomtree Issuer Plc;GGRP.L
3402;Wisdomtree Issuer Plc;GGRW.L
3403;Gresham House Plc;GHE.L
3404;Gresham House Plc;GHEW.L
3405;Georgia Healthcare Group Plc;GHG.L
3406;Gooch & Housego Plc;GHH.L
3407;Gresham House Strategic Plc;GHS.L
3408;Gresham Computing Plc;GHT.L
3409;Ishares Vi Plc (The Comp;GHYS.L
3410;Gulf Investment Fund Plc;GIF.L
3411;Multi Units Luxembourg;GIL5.L
3412;Ishares III Plc;GILE.L
3413;Multi Units France;GILI.L
3414;Multi Units France;GILS.L
3415;SSGA SPDR ETFS Europe II;GIN.L
3416;First Trust Global Funds Public Limited;GINC.L
3417;Global Invacom Group Lim;GINV.L
3418;Vaneck Vectors Ucits ETFS Plc;GJGB.L
3419;Gkn Plc;GKN.L
3420;Gulf Keystone Petroleum Ltd;GKP.L
3421;SSGA SPDR ETFS Europe I Plc;GLAB.L
3422;SSGA SPDR ETFS Europe I Plc;GLAG.L
3423;SSGA SPDR ETFS Europe I Plc;GLAU.L
3424;Glanbia Plc;GLB.L
3425;SSGA SPDR ETFS Europe I Plc;GLBL.L
3426;Boost Issuer Public Limi;GLD.L
3427;SSGA SPDR ETFS Europe I;GLDV.L
3428;Gleeson [M.J.] Group Plc;GLE.L
3429;Glencore Xstrata Plc;GLEN.L
3430;Greenwich Loan Income Fund Ld;GLIF.L
3431;Gli Finance Limited;GLIZ.L
3432;Contourglobal Plc;GLO.L
3433;Gloo Networks Plc;GLOO.L
3434;Global Ports Investments;GLPR.L
3435;Galileo Resources Plc;GLR.L
3436;SSGA SPDR ETFS Europe I;GLRE.L
3437;SSGA SPDR ETFS Europe I Plc;GLTL.L
3438;Globaltrans Investment P;GLTR.L
3439;SSGA SPDR ETFS Europe I Plc;GLTS.L
3440;SSGA SPDR ETFS Europe I Plc;GLTY.L
3441;Glenveagh Properties Plc;GLV.L
3442;Gama Aviation Plc;GMAA.L
3443;Game Digital Plc;GMD.L
3444;FTSE Gold Mines Net Tax Index;GMIN.L
3445;Gaming Realms Plc;GMR.L
3446;Gulf Marine Services Plc;GMS.L
3447;Greencore Group Plc;GNC.L
3448;Greene King Plc;GNK.L
3449;Genus Plc;GNS.L
3450;Goals Soccer Centres Plc;GOAL.L
3451;Gocompare.Com Group Plc;GOCO.L
3452;Go-Ahead Group Plc;GOG.L
3453;Randgold Resources Ld;GOLD.L
3454;Good Energy Group Plc;GOOD.L
3455;Gordon Dadds Group Plc;GOR.L
3456;Gotech Group Plc;GOT.L
3457;SSGA SPDR ETFS Europe I;GOVY.L
3458;FTSE Custom Xinhua Chia;GPBGI028.L
3459;FTSE China A50 Shariah I;GPCSSA50.L
3460;FTSE Coast Kuwait 40 Ind;GPCST001.L
3461;FTSE Asfa L/M 200 Tax Ex;GPFF001.L
3462;FTSE Asfa All-Share L/M/;GPFF002.L
3463;FTSE Asfa L/M 200 Ex Rei;GPFF003.L
3464;FTSE Asfa All-Share L/M/;GPFF004.L
3465;Global Ports Holding Plc;GPH.L
3466;Heitman Prime Real Estate Index;GPLGHE01.L
3467;Golden Prospect Precious Metals Limited;GPM.L
3468;FTSE Japan Green Chip 35;GPNIKK1.L
3469;FTSE Germany Unhedged In;GPNYL007.L
3470;Great Portland Estates Plc;GPOR.L
3471;FTSE Japan Unhedged USD;GPPS005.L
3472;FTSE Developed Small Cap;GPSCW002.L
3473;FTSE 100 Fixed Dividend Yield Equal Weig;GPSOC001.L
3474;Golden Prospect Precious Metals Limited;GPSS.L
3475;FTSE Greater China Hkd I;GPSSG239.L
3476;FTSE Cuspacglhdntind;GPTRP006.L
3477;FTSE Value-Stocks China;GPVAN001.L
3478;FTSE Australia High Divi;GPVAN013.L
3479;FTSE Canada All Cap Oil;GPVAN019.L
3480;FTSE Canada All Cap Basi;GPVAN020.L
3481;FTSE Canada All Cap Fina;GPVAN021.L
3482;FTSE Canada All Cap Real;GPVAN022.L
3483;FTSE Canada High Dividen;GPVAN025.L
3484;FTSE Asia Pacific Ex JP;GPVAN044.L
3485;FTSE Asia Pacific Ex JP;GPVAN045.L
3486;FTSE All-World Ex US High Dividend Yield;GPVAN090.L
3487;FTSE Value-Stock China I;GPVP002.L
3488;FTSE Value Stocks Taiwan;GPVP005.L
3489;FTSE Value Stocks Korea;GPVP007.L
3490;FTSE Value-Stocks China;GPVP009.L
3491;FTSE Value Stocks Asean;GPVP010.L
3492;FTSE Value Stocks Japan Index;GPVPJP.L
3493;Gulfsands Petroleum Plc;GPX.L
3494;Grafenia Plc;GRA.L
3495;ETFS Commodity Securities Limited;GRAF.L
3496;Grc International Group Plc;GRC.L
3497;Greggs Plc;GRG.L
3498;FTSE Greece Government T;GRGOV01.L
3499;Grainger Plc;GRI.L
3500;Ground Rents Income Fund Plc;GRIO.L
3501;Global Resources Investm;GRIT.L
3502;Ground Rents Income Fund Plc;GRIW.L
3503;Goldstone Resources Limited;GRL.L
3504;Green REIT Plc;GRN.L
3505;Draper Esprit Plc;GROW.L
3506;Greencoat Renewables Plc;GRP.L
3507;Guaranty Trust Bank Plc;GRTB.L
3508;Green & Smart Holdings Plc;GSH.L
3509;Glaxosmithkline Plc;GSK.L
3510;Genesis Emerging Markets Fund Ld;GSS.L
3511;Getech Group Plc;GTC.L
3512;Gateley (Holdings) Plc;GTLY.L
3513;Gunsynd Plc;GUN.L
3514;Gusbourne Plc;GUS.L
3515;Gvc Holdings Plc;GVC.L
3516;Gabelli Value Plus+ Trus;GVP.L
3517;Globalworth Real Estate;GWI.L
3518;Great Western Mining Corporation Plc;GWMO.L
3519;FTSE Gwa US Index;GWUSA.L
3520;Gyg Plc;GYG.L
3521;The Gym Group Plc;GYM.L
3522;HSBC ETFS Plc;H50E.L
3523;Haike Chemical Group Ltd;HAIK.L
3524;Halosource Inc.;HALO.L
3525;Hansa Trust Plc;HAN.L
3526;Hansa Trust Plc;HANA.L
3527;Hays Plc;HAS.L
3528;Henderson Alternative ST;HAST.L
3529;H&T Group Plc;HAT.L
3530;Nighthawk Energy Plc;HAWK.L
3531;Haydale Graphene Industr;HAYD.L
3532;Helical Bar Plc;HB20.L
3533;HSBC ETFS Plc;HBRL.L
3534;Hibernia REIT P.L.C.;HBRN.L
3535;HSBC ETFS Plc;HCAD.L
3536;HSBC ETFS Plc;HCAN.L
3537;Highcroft Investments Plc;HCFT.L
3538;Hutchison China Meditech Limited;HCM.L
3539;Hardide Plc;HDD.L
3540;Powershares Glbal Funds Ireland Plc;HDEM.L
3541;Powershares Glbal Funds Ireland Plc;HDEU.L
3542;Ishares II Plc;HDIQ.L
3543;Henderson Diversified Income Limited;HDIV.L
3544;Powershares Glbal Funds;HDLG.L
3545;Powershares Glbal Funds;HDLV.L
3546;FTSE Developed Europe Ex UK High Dividen;HDLVDEUN.L
3547;FTSE Emerging High Dividend Low Volatili;HDLVEMN.L
3548;FTSE Taiwan High Dividend Low Volatility;HDLVTW.L
3549;FTSE UK High Dividend Low Volatility Net;HDLVUKN.L
3550;Holders Technology Plc;HDT.L
3551;Hardy Oil & Gas Plc;HDY.L
3552;Headlam Group Plc;HEAD.L
3553;Ishares IV Plc;HEAL.L
3554;ETFS Commodity Securities Limited;HEAT.L
3555;Wisdomtree Europe Equity Ucits ETF;HEDDEIV.L
3556;Wisdomtree Issuer Plc;HEDF.L
3557;Wisdomtree Europe Equity Ucits ETF - EUR;HEDFEIV.L
3558;Wisdomtree Issuer Plc;HEDG.L
3559;Wisdomtree Issuer Plc;HEDJ.L
3560;Wisdomtree Europe Equity;HEDJEIV.L
3561;Wisdomtree Issuer Plc;HEDK.L
3562;Wisdomtree Issuer Plc;HEDP.L
3563;WT Euequcetfgbphine;HEDPEIV.L
3564;Wisdomtree Issuer Plc;HEDS.L
3565;Henderson European Focus Trust Plc;HEFT.L
3566;Hemogenyx Pharmaceuticals Plc;HEMO.L
3567;Herencia Resources Plc;HER.L
3568;HSBC ETFS Plc;HEWA.L
3569;HSBC ETFS Plc;HEWD.L
3570;Halfords Group Plc;HFD.L
3571;Henderson Far East Income Limited;HFEL.L
3572;Hilton Food Group Plc;HFG.L
3573;Highland Gold Mining Ld;HGM.L
3574;Hg Capital Trust Plc;HGT.L
3575;Henderson High Income Trust Plc;HHI.L
3576;Hon Hai Precision Indust;HHPD.L
3577;Hargreave Hale Aim Vct 1 Plc;HHV.L
3578;Hargreave Hale Aim Vct 2 Plc;HHVT.L
3579;Hicl Infrastructure Company Ld;HICL.L
3580;HSBC ETFS Plc;HIDD.L
3581;HSBC ETFS Plc;HIDR.L
3582;Ishares Plc;HIGH.L
3583;Hikma Pharmaceuticals Plc;HIK.L
3584;Hill & Smith Holdings Plc;HILS.L
3585;Henderson International Income Trust Plc;HINT.L
3586;FTSE Actuaries 350 High Yield;HIX.L
3587;Hong Kong Land Holdings;HKLB.L
3588;Hong Kong Land Holdings Ld;HKLD.L
3589;HSBC ETFS Plc;HKOD.L
3590;HSBC ETFS Plc;HKOR.L
3591;HARGREAVES LANSDOWN PLC ORD GBP0.004 WI;HL.L
3592;Helical Bar Plc;HLCL.L
3593;Halma Plc;HLMA.L
3594;Multi Units Luxembourg;HLTG.L
3595;SSGA SPDR ETFS Europe II;HLTH.L
3596;Multi Units Luxembourg;HLTW.L
3597;HSBC ETFS Plc;HMAD.L
3598;HSBC ETFS Plc;HMAF.L
3599;HSBC ETFS Plc;HMBR.L
3600;HSBC ETFS Plc;HMCD.L
3601;HSBC ETFS Plc;HMCH.L
3602;HSBC ETFS Plc;HMCX.L
3603;HSBC ETFS Plc;HMED.L
3604;HSBC ETFS Plc;HMEF.L
3605;HSBC ETFS Plc;HMEM.L
3606;HSBC ETFS Plc;HMEU.L
3607;HSBC ETFS Plc;HMEX.L
3608;HSBC ETFS Plc;HMFD.L
3609;HSBC ETFS Plc;HMFE.L
3610;Harvest Minerals Limited;HMI.L
3611;HSBC ETFS Plc;HMJD.L
3612;HSBC ETFS Plc;HMJP.L
3613;HSBC ETFS Plc;HMLA.L
3614;HSBC ETFS Plc;HMLD.L
3615;Hml Holdings Plc;HMLH.L
3616;Highbridge Multi-Strategy Fund Limited;HMSF.L
3617;Hms Hydraulic  Machines;HMSG.L
3618;Hammerson Plc;HMSO.L
3619;HSBC ETFS Plc;HMUD.L
3620;HSBC ETFS Plc;HMUS.L
3621;HSBC ETFS Plc;HMWD.L
3622;HSBC ETFS Plc;HMWO.L
3623;HSBC ETFS Plc;HMXD.L
3624;HSBC ETFS Plc;HMXJ.L
3625;HSBC ETFS Plc;HMYD.L
3626;HSBC ETFS Plc;HMYR.L
3627;Henderson Eurotrust Plc;HNE.L
3628;Highlands Natural Resour;HNR.L
3629;Huntsworth Plc;HNT.L
3630;Hochschild Mining Plc;HOC.L
3631;ETFS Commodity Securities Limited;HOGF.L
3632;ETFS Commodity Securities Limited;HOGS.L
3633;Honeywell International Incorporated;HON.L
3634;Honeycomb Investment Trust Plc;HONY.L
3635;Henderson Opportunites Trust Plc;HOT.L
3636;Hotel Chocolat Group Plc;HOTC.L
3637;Hermes Pacific Investmen;HPAC.L
3638;HSBC ETFS Plc;HPRD.L
3639;HSBC ETFS Plc;HPRO.L
3640;Hogg Robinson Group Plc;HRG.L
3641;Herald Investment Trust Plc;HRI.L
3642;Hornby Plc;HRN.L
3643;HSBC ETFS Plc;HRUB.L
3644;HSBC ETFS Plc;HRUD.L
3645;HSBC Holdings Plc;HSBA.L
3646;Jsc Halyk Bank;HSBK.L
3647;Hansard Global Plc;HSD.L
3648;Henderson Smaller Companies Investment T;HSL.L
3649;Hargreaves Services Plc;HSP.L
3650;HSBC ETFS Plc;HSPD.L
3651;HSBC ETFS Plc;HSPX.L
3652;Hss Hire Group Plc;HSS.L
3653;Hastings Group Holdings Plc;HSTG.L
3654;Hansteen Holdings Plc;HSTN.L
3655;Homeserve Plc;HSV.L
3656;Hostelworld Group Plc;HSW.L
3657;Hiscox Ltd;HSX.L
3658;Hunting Plc;HTG.L
3659;HSBC ETFS Plc;HTRD.L
3660;HSBC ETFS Plc;HTRY.L
3661;HSBC ETFS Plc;HTWD.L
3662;HSBC ETFS Plc;HTWN.L
3663;HSBC ETFS Plc;HUKX.L
3664;Hummingbird Resources Plc;HUM.L
3665;Hunters Property Plc;HUNT.L
3666;Hurricane Energy Plc;HUR.L
3667;Hampden Underwriting Plc;HUW.L
3668;Havelock Europa Plc;HVE.L
3669;Harvey Nash Group Plc;HVN.L
3670;Hvivo Plc;HVO.L
3671;Harbourvest Global Private Equity Limite;HVPE.L
3672;Heavitree Brewery Plc;HVT.L
3673;Heavitree Brewery Plc;HVTA.L
3674;Harwood Wealth Management;HW.L
3675;Howden Joinery Group Plc;HWDN.L
3676;Harworth Group Plc;HWG.L
3677;Hadrian's Wall Secured Investments Limit;HWSC.L
3678;Hadrian's Wall Secured Investments Limit;HWSL.L
3679;HSBC ETFS Plc;HWWA.L
3680;HSBC ETFS Plc;HWWD.L
3681;Hydrogen Group Plc;HYDG.L
3682;Jsc Rushydro;HYDR.L
3683;Ishares Plc;HYEA.L
3684;Powershares Glbal Funds Ireland Plc;HYFA.L
3685;Hygea Vct Plc;HYG.L
3686;Ishares Plc;HYGU.L
3687;Ishares Plc;HYLA.L
3688;Ishares Plc;HYLD.L
3689;Haynes Publishing Group Plc;HYNS.L
3690;Hydrodec Group Plc;HYR.L
3691;Lyxor Index Fund;HYST.L
3692;Hyundai Motor Company;HYUD.L
3693;Hyundai Motor Company;HYUO.L
3694;Hyundai Motor Company;HYUP.L
3695;HSBC ETFS Plc;HZAD.L
3696;HSBC ETFS Plc;HZAR.L
3697;Horizon Discovery Group;HZD.L
3698;Horizonte Minerals Plc;HZM.L
3699;I3 Energy Plc;I3E.L
3700;Ishares Vi Plc (The Comp;IAAA.L
3701;Ishares Plc;IAEX.L
3702;International Consolidated Airlines Grou;IAG.L
3703;Ishares Plc;IAPD.L
3704;Ishares IV Plc;IASH.L
3705;Ishares II Plc;IASP.L
3706;Invesco Asia Trust Plc;IAT.L
3707;Ishares V Public Limited Company;IAUP.L
3708;Ishares III Plc;IAUS.L
3709;Ishares Plc;IBC1.L
3710;Ishares Plc;IBCI.L
3711;Ishares Plc;IBCX.L
3712;Ishares III Plc;IBGE.L
3713;Ishares II Plc;IBGL.L
3714;Ishares II Plc;IBGM.L
3715;Ishares Plc;IBGS.L
3716;Ishares II Plc;IBGX.L
3717;Ishares III Plc;IBGZ.L
3718;International Business Machines Corporat;IBM.L
3719;Ienergizer Ld;IBPO.L
3720;Ibstock Plc;IBST.L
3721;International Biotechnology Trust Plc;IBT.L
3722;Ishares Plc;IBTA.L
3723;Ishares IV Plc;IBTL.L
3724;Ishares II Plc;IBTM.L
3725;Ishares Plc;IBTS.L
3726;Ishares Plc;IBZL.L
3727;Ishares III Plc;ICBU.L
3728;Ishares V Public Limited Company;ICDU.L
3729;Intermediate Capital Gro;ICG3.L
3730;Irish Continental Group Plc;ICGC.L
3731;Icg Enterprise Trust Plc;ICGT.L
3732;Ishares Vi Plc;ICOM.L
3733;Ishares III Plc;ICOV.L
3734;Pacer Developed Markets International CA;ICOW.L
3735;Intermediate Capital Group Plc;ICP.L
3736;Ishares V Public Limited Company;ICSU.L
3737;Ishares Plc;IDAP.L
3738;Ishares II Plc;IDAR.L
3739;Ishares Plc;IDBT.L
3740;Ishares Plc;IDBZ.L
3741;Ide Group Holdings Plc;IDE.L
3742;Ideagen Plc;IDEA.L
3743;Ishares Plc;IDEE.L
3744;Ishares Plc;IDEM.L
3745;Ishares V Public Limited Company;IDEU.L
3746;Ishares Plc;IDFF.L
3747;Ishares Plc;IDFX.L
3748;Immunodiagnostic Systems Holdings Plc;IDH.L
3749;Integrated Diagnostics H;IDHC.L
3750;Ishares II Plc;IDIN.L
3751;Ishares Plc;IDJG.L
3752;Ishares III Plc;IDJP.L
3753;Ishares Plc;IDJV.L
3754;Ishares Plc;IDKO.L
3755;Ishares Plc;IDNA.L
3756;Idox Plc;IDOX.L
3757;Innovaderma Plc;IDP.L
3758;Ishares III Plc;IDP6.L
3759;Ishares II Plc;IDPE.L
3760;Ishares II Plc;IDTK.L
3761;Ishares IV Plc;IDTL.L
3762;Ishares II Plc;IDTM.L
3763;Ishares II Plc;IDTP.L
3764;Ishares Plc;IDTW.L
3765;Ishares II Plc;IDUP.L
3766;Ishares Plc;IDUS.L
3767;Ishares Plc;IDVY.L
3768;Ishares II Plc;IDWP.L
3769;Ishares Plc;IDWR.L
3770;Ishares III Plc;IE15.L
3771;Ishares III Plc;IEAA.L
3772;Ishares III Plc;IEAC.L
3773;Ishares III Plc;IEAG.L
3774;Ishares III Plc;IEBB.L
3775;Ishares III Plc;IEBC.L
3776;Ishares V Public Limited Company;IEDY.L
3777;Ishares Plc;IEEM.L
3778;Ishares Plc;IEER.L
3779;Ishares IV Plc;IEEU.L
3780;Ishares IV Plc;IEFM.L
3781;Ishares IV Plc;IEFQ.L
3782;Ishares IV Plc;IEFS.L
3783;Ishares IV Plc;IEFV.L
3784;Ishares III Plc;IEGA.L
3785;Ishares III Plc;IEGE.L
3786;Ishares II Plc;IEGL.L
3787;Ishares II Plc;IEGM.L
3788;FTSE Ireland Government;IEGOV01.L
3789;Ishares Plc;IEGS.L
3790;Ishares II Plc;IEGX.L
3791;Ishares III Plc;IEGY.L
3792;Ishares III Plc;IEGZ.L
3793;Impax Environmental Markets Plc;IEM.L
3794;Ishares III Plc;IEMA.L
3795;Ishares II Plc;IEMB.L
3796;Ishares II Plc;IEMI.L
3797;Ishares III Plc;IEML.L
3798;Ishares IV Plc;IEMO.L
3799;Ishares III Plc;IEMS.L
3800;Ishares Vii Plc;IEMU.L
3801;Ishares IV Plc;IEQD.L
3802;Ishares IV Plc;IEQU.L
3803;Ishares II Plc;IESE.L
3804;Ishares II Plc;IESG.L
3805;Ishares V Public Limited Company;IESP.L
3806;Ishares V Public Limited Company;IESU.L
3807;Ishares IV Plc;IESZ.L
3808;Ishares Plc;IEUR.L
3809;Ishares Plc;IEUT.L
3810;Ishares Plc;IEUX.L
3811;Ishares IV Plc;IEVL.L
3812;Ishares III Plc;IEX5.L
3813;Ishares III Plc;IEXF.L
3814;Ishares Plc;IFFF.L
3815;Ifg Group Plc;IFP.L
3816;Ishares V Public Limited Company;IFRB.L
3817;Ishares IV Plc;IFRE.L
3818;Ishares IV Plc;IFSD.L
3819;Ishares IV Plc;IFSE.L
3820;Ishares IV Plc;IFSU.L
3821;Ishares IV Plc;IFSW.L
3822;Igas Energy Plc;IGAS.L
3823;India Capital Growth Fund Limited;IGC.L
3824;Image Scan Holdings Plc;IGE.L
3825;Ishares III Plc;IGEA.L
3826;Ig Group Holdings Plc;IGG.L
3827;Ishares Plc;IGHY.L
3828;Ishares III Plc;IGIL.L
3829;Ishares III Plc;IGLA.L
3830;Ishares Physical Metals Plc;IGLN.L
3831;Ishares III Plc;IGLO.L
3832;Ishares III Plc;IGLS.L
3833;Ishares II Plc;IGLT.L
3834;Intercede Group Plc;IGP.L
3835;International Greetings Plc;IGR.L
3836;Ishares IV Plc;IGSD.L
3837;Ishares II Plc;IGSG.L
3838;Ishares II Plc;IGSU.L
3839;Ishares V Public Limited Company;IGUS.L
3840;Income & Growth Vct [The] Plc;IGV.L
3841;Ishares V Public Limited Company;IGWD.L
3842;Ishares II Plc;IH2O.L
3843;Inspiration Healthcare G;IHC.L
3844;Ishares V Public Limited Company;IHCU.L
3845;Intercontinental Hotels Group Plc;IHG.L
3846;Integrafin Holdings Plc;IHP.L
3847;Impact Healthcare REIT Plc;IHR.L
3848;Ishares II Plc;IHYA.L
3849;Ishares II Plc;IHYE.L
3850;Ishares Plc;IHYG.L
3851;Ishares II Plc;IHYU.L
3852;3I Group Plc;III.L
3853;Infrastructure India Plc;IIP.L
3854;Ishares V Public Limited Company;IISU.L
3855;Independent Investment Trust Plc;IIT.L
3856;Ishares V Public Limited Company;IITB.L
3857;Ishares V Public Limited Company;IITU.L
3858;Ishares III Plc;IJPA.L
3859;Ishares Plc;IJPD.L
3860;Ishares MSCI Japan EUR Hedged;IJPE.L
3861;Ishares V Public Limited Company;IJPH.L
3862;Ishares Plc;IJPN.L
3863;Ishares Plc;IJPU.L
3864;Ilika Plc;IKA.L
3865;Ishares Plc;IKOR.L
3866;Permanent Tsb Group Hold;IL0A.L
3867;Imperial Brands;IMB.L
3868;Ishares IV Plc;IMBA.L
3869;Ishares IV Plc;IMBS.L
3870;Immedia Group Plc;IME.L
3871;Ishares III Plc;IMEA.L
3872;Ishares II Plc;IMEU.L
3873;IMI Plc;IMI.L
3874;Ishares II Plc;IMIB.L
3875;SSGA SPDR ETFS Europe I Plc;IMID.L
3876;Immupharma Plc;IMM.L
3877;Imimobile Plc;IMO.L
3878;Ishares V Public Limited Company;IMSU.L
3879;Imaginatik Plc;IMTK.L
3880;Ishares Vi Plc (The Comp;IMV.L
